Site,Month,Day,Hour,Value,Duration
GZ,7,1,15,20,Valid
GZ,7,1,16,26,Valid
GZ,7,1,17,38,Valid
GZ,7,1,18,24,Valid
GZ,7,1,19,32,Valid
GZ,7,1,20,26,Valid
GZ,7,1,21,19,Valid
GZ,7,1,22,15,Valid
GZ,7,1,23,18,Valid
GZ,7,2,0,19,Valid
GZ,7,2,1,14,Valid
GZ,7,2,2,18,Valid
GZ,7,2,3,16,Valid
GZ,7,2,4,15,Valid
GZ,7,2,5,15,Valid
GZ,7,2,6,16,Valid
GZ,7,2,7,15,Valid
GZ,7,2,8,18,Valid
GZ,7,2,9,19,Valid
GZ,7,2,10,28,Valid
GZ,7,2,11,26,Valid
GZ,7,2,12,21,Valid
GZ,7,2,13,20,Valid
GZ,7,2,14,22,Valid
GZ,7,2,15,24,Valid
GZ,7,2,16,24,Valid
GZ,7,2,17,23,Valid
GZ,7,2,18,16,Valid
GZ,7,2,19,22,Valid
GZ,7,2,20,25,Valid
GZ,7,2,21,25,Valid
GZ,7,2,22,31,Valid
GZ,7,2,23,17,Valid
GZ,7,3,0,16,Valid
GZ,7,3,1,15,Valid
GZ,7,3,2,18,Valid
GZ,7,3,3,18,Valid
GZ,7,3,4,14,Valid
GZ,7,3,5,15,Valid
GZ,7,3,6,21,Valid
GZ,7,3,7,18,Valid
GZ,7,3,8,15,Valid
GZ,7,3,9,24,Valid
GZ,7,3,10,26,Valid
GZ,7,3,11,31,Valid
GZ,7,3,12,38,Valid
GZ,7,3,13,36,Valid
GZ,7,3,14,36,Valid
GZ,7,3,15,23,Valid
GZ,7,3,16,14,Valid
GZ,7,3,17,23,Valid
GZ,7,3,18,21,Valid
GZ,7,3,19,29,Valid
GZ,7,3,20,38,Valid
GZ,7,3,21,28,Valid
GZ,7,3,22,25,Valid
GZ,7,3,23,29,Valid
GZ,7,4,0,20,Valid
GZ,7,4,1,21,Valid
GZ,7,4,2,19,Valid
GZ,7,4,3,17,Valid
GZ,7,4,4,16,Valid
GZ,7,4,5,22,Valid
GZ,7,4,6,17,Valid
GZ,7,4,7,21,Valid
GZ,7,4,8,19,Valid
GZ,7,4,9,17,Valid
GZ,7,4,10,25,Valid
GZ,7,4,11,28,Valid
GZ,7,4,12,33,Valid
GZ,7,4,13,31,Valid
GZ,7,4,14,23,Valid
GZ,7,4,15,19,Valid
GZ,7,4,16,25,Valid
GZ,7,4,17,19,Valid
GZ,7,4,18,21,Valid
GZ,7,4,19,27,Valid
GZ,7,4,20,22,Valid
GZ,7,4,21,22,Valid
GZ,7,4,22,22,Valid
GZ,7,4,23,23,Valid
GZ,7,5,0,15,Valid
GZ,7,5,1,22,Valid
GZ,7,5,2,21,Valid
GZ,7,5,3,18,Valid
GZ,7,5,4,20,Valid
GZ,7,5,5,20,Valid
GZ,7,5,6,63,Valid
GZ,7,5,7,43,Valid
GZ,7,5,8,32,Valid
GZ,7,5,9,17,Valid
GZ,7,5,10,14,Valid
GZ,7,5,11,17,Valid
GZ,7,5,12,24,Valid
GZ,7,5,13,30,Valid
GZ,7,5,14,32,Valid
GZ,7,5,15,27,Valid
GZ,7,5,16,37,Valid
GZ,7,5,17,20,Valid
GZ,7,5,18,21,Valid
GZ,7,5,19,36,Valid
GZ,7,5,20,42,Valid
GZ,7,5,21,53,Valid
GZ,7,5,22,25,Valid
GZ,7,5,23,24,Valid
GZ,7,6,0,22,Valid
GZ,7,6,1,23,Valid
GZ,7,6,2,17,Valid
GZ,7,6,3,16,Valid
GZ,7,6,4,11,Valid
GZ,7,6,5,12,Valid
GZ,7,6,6,14,Valid
GZ,7,6,7,9,Valid
GZ,7,6,8,9,Valid
GZ,7,6,9,14,Valid
GZ,7,6,10,16,Valid
GZ,7,6,11,15,Valid
GZ,7,6,12,21,Valid
GZ,7,6,13,14,Valid
GZ,7,6,14,24,Valid
GZ,7,6,15,21,Valid
GZ,7,6,16,18,Valid
GZ,7,6,17,16,Valid
GZ,7,6,18,21,Valid
GZ,7,6,19,21,Valid
GZ,7,6,20,20,Valid
GZ,7,6,21,19,Valid
GZ,7,6,22,17,Valid
GZ,7,6,23,19,Valid
GZ,7,7,0,15,Valid
GZ,7,7,1,18,Valid
GZ,7,7,2,20,Valid
GZ,7,7,3,17,Valid
GZ,7,7,4,20,Valid
GZ,7,7,5,18,Valid
GZ,7,7,6,18,Valid
GZ,7,7,7,16,Valid
GZ,7,7,8,18,Valid
GZ,7,7,9,20,Valid
GZ,7,7,10,23,Valid
GZ,7,7,11,19,Valid
GZ,7,7,12,21,Valid
GZ,7,7,13,18,Valid
GZ,7,7,14,13,Valid
GZ,7,7,15,17,Valid
GZ,7,7,16,22,Valid
GZ,7,7,17,16,Valid
GZ,7,7,18,19,Valid
GZ,7,7,19,18,Valid
GZ,7,7,20,20,Valid
GZ,7,7,21,15,Valid
GZ,7,7,22,13,Valid
GZ,7,7,23,17,Valid
GZ,7,8,0,14,Valid
GZ,7,8,1,12,Valid
GZ,7,8,2,16,Valid
GZ,7,8,3,13,Valid
GZ,7,8,4,13,Valid
GZ,7,8,5,14,Valid
GZ,7,8,6,19,Valid
GZ,7,8,7,19,Valid
GZ,7,8,8,20,Valid
GZ,7,8,9,18,Valid
GZ,7,8,10,22,Valid
GZ,7,8,11,21,Valid
GZ,7,8,12,21,Valid
GZ,7,8,13,19,Valid
GZ,7,8,14,15,Valid
GZ,7,8,15,20,Valid
GZ,7,8,16,21,Valid
GZ,7,8,17,29,Valid
GZ,7,8,18,32,Valid
GZ,7,8,19,32,Valid
GZ,7,8,20,33,Valid
GZ,7,8,21,27,Valid
GZ,7,8,22,26,Valid
GZ,7,8,23,26,Valid
GZ,7,9,0,20,Valid
GZ,7,9,1,19,Valid
GZ,7,9,2,22,Valid
GZ,7,9,3,22,Valid
GZ,7,9,4,23,Valid
GZ,7,9,5,18,Valid
GZ,7,9,6,20,Valid
GZ,7,9,7,19,Valid
GZ,7,9,8,21,Valid
GZ,7,9,9,20,Valid
GZ,7,9,10,17,Valid
GZ,7,9,11,15,Valid
GZ,7,9,12,18,Valid
GZ,7,9,13,16,Valid
GZ,7,9,14,17,Valid
GZ,7,9,15,18,Valid
GZ,7,9,16,16,Valid
GZ,7,9,17,23,Valid
GZ,7,9,18,24,Valid
GZ,7,9,19,21,Valid
GZ,7,9,20,21,Valid
GZ,7,9,21,11,Valid
GZ,7,9,22,9,Valid
GZ,7,9,23,5,Valid
GZ,7,10,0,3,Valid
GZ,7,10,1,5,Valid
GZ,7,10,2,3,Valid
GZ,7,10,3,-1,Valid
GZ,7,10,4,-1,Valid
GZ,7,10,5,-1,Valid
GZ,7,10,6,-1,Valid
GZ,7,10,7,1,Valid
GZ,7,10,8,3,Valid
GZ,7,10,9,8,Valid
GZ,7,10,10,8,Valid
GZ,7,10,11,15,Valid
GZ,7,10,12,12,Valid
GZ,7,10,13,13,Valid
GZ,7,10,14,11,Valid
GZ,7,10,15,11,Valid
GZ,7,10,16,21,Valid
GZ,7,10,17,13,Valid
GZ,7,10,18,23,Valid
GZ,7,10,19,26,Valid
GZ,7,10,20,24,Valid
GZ,7,10,21,40,Valid
GZ,7,10,22,48,Valid
GZ,7,10,23,53,Valid
GZ,7,11,0,54,Valid
GZ,7,11,1,46,Valid
GZ,7,11,2,26,Valid
GZ,7,11,3,24,Valid
GZ,7,11,4,25,Valid
GZ,7,11,5,25,Valid
GZ,7,11,6,22,Valid
GZ,7,11,7,24,Valid
GZ,7,11,8,28,Valid
GZ,7,11,9,24,Valid
GZ,7,11,10,29,Valid
GZ,7,11,11,32,Valid
GZ,7,11,12,29,Valid
GZ,7,11,13,23,Valid
GZ,7,11,14,26,Valid
GZ,7,11,15,27,Valid
GZ,7,11,16,23,Valid
GZ,7,11,17,29,Valid
GZ,7,11,18,27,Valid
GZ,7,11,19,35,Valid
GZ,7,11,20,38,Valid
GZ,7,11,21,44,Valid
GZ,7,11,22,35,Valid
GZ,7,11,23,31,Valid
GZ,7,12,0,30,Valid
GZ,7,12,1,41,Valid
GZ,7,12,2,38,Valid
GZ,7,12,3,41,Valid
GZ,7,12,4,39,Valid
GZ,7,12,5,31,Valid
GZ,7,12,6,32,Valid
GZ,7,12,7,37,Valid
GZ,7,12,8,32,Valid
GZ,7,12,9,33,Valid
GZ,7,12,10,31,Valid
GZ,7,12,11,38,Valid
GZ,7,12,12,33,Valid
GZ,7,12,13,39,Valid
GZ,7,12,14,41,Valid
GZ,7,12,15,34,Valid
GZ,7,12,16,39,Valid
GZ,7,12,17,34,Valid
GZ,7,12,18,31,Valid
GZ,7,12,19,37,Valid
GZ,7,12,20,35,Valid
GZ,7,12,21,45,Valid
GZ,7,12,22,62,Valid
GZ,7,12,23,73,Valid
GZ,7,13,0,80,Valid
GZ,7,13,1,87,Valid
GZ,7,13,2,82,Valid
GZ,7,13,3,81,Valid
GZ,7,13,4,77,Valid
GZ,7,13,5,67,Valid
GZ,7,13,6,67,Valid
GZ,7,13,7,64,Valid
GZ,7,13,8,75,Valid
GZ,7,13,9,63,Valid
GZ,7,13,10,71,Valid
GZ,7,13,11,72,Valid
GZ,7,13,12,80,Valid
GZ,7,13,13,76,Valid
GZ,7,13,14,71,Valid
GZ,7,13,15,85,Valid
GZ,7,13,16,76,Valid
GZ,7,13,17,75,Valid
GZ,7,13,18,76,Valid
GZ,7,13,19,53,Valid
GZ,7,13,20,45,Valid
GZ,7,13,21,47,Valid
GZ,7,13,22,53,Valid
GZ,7,13,23,33,Valid
GZ,7,14,0,25,Valid
GZ,7,14,1,27,Valid
GZ,7,14,2,24,Valid
GZ,7,14,3,16,Valid
GZ,7,14,4,16,Valid
GZ,7,14,5,15,Valid
GZ,7,14,6,17,Valid
GZ,7,14,7,16,Valid
GZ,7,14,8,17,Valid
GZ,7,14,9,20,Valid
GZ,7,14,10,26,Valid
GZ,7,14,11,25,Valid
GZ,7,14,12,30,Valid
GZ,7,14,13,35,Valid
GZ,7,14,14,41,Valid
GZ,7,14,15,48,Valid
GZ,7,14,16,54,Valid
GZ,7,14,17,64,Valid
GZ,7,14,18,70,Valid
GZ,7,14,19,28,Valid
GZ,7,14,20,19,Valid
GZ,7,14,21,16,Valid
GZ,7,14,22,20,Valid
GZ,7,14,23,22,Valid
GZ,7,15,0,22,Valid
GZ,7,15,1,24,Valid
GZ,7,15,2,21,Valid
GZ,7,15,3,17,Valid
GZ,7,15,4,16,Valid
GZ,7,15,5,20,Valid
GZ,7,15,6,16,Valid
GZ,7,15,7,18,Valid
GZ,7,15,8,22,Valid
GZ,7,15,9,13,Valid
GZ,7,15,10,17,Valid
GZ,7,15,11,26,Valid
GZ,7,15,12,26,Valid
GZ,7,15,13,24,Valid
GZ,7,15,14,18,Valid
GZ,7,15,15,22,Valid
GZ,7,15,16,35,Valid
GZ,7,15,17,41,Valid
GZ,7,15,18,21,Valid
GZ,7,15,19,21,Valid
GZ,7,15,20,17,Valid
GZ,7,15,21,14,Valid
GZ,7,15,22,12,Valid
GZ,7,15,23,17,Valid
GZ,7,16,0,16,Valid
GZ,7,16,1,17,Valid
GZ,7,16,2,21,Valid
GZ,7,16,3,27,Valid
GZ,7,16,4,28,Valid
GZ,7,16,5,20,Valid
GZ,7,16,6,26,Valid
GZ,7,16,7,23,Valid
GZ,7,16,8,29,Valid
GZ,7,16,9,37,Valid
GZ,7,16,10,38,Valid
GZ,7,16,11,25,Valid
GZ,7,16,12,38,Valid
GZ,7,16,13,46,Valid
GZ,7,16,14,47,Valid
GZ,7,16,15,45,Valid
GZ,7,16,16,49,Valid
GZ,7,16,17,44,Valid
GZ,7,16,18,12,Valid
GZ,7,16,19,16,Valid
GZ,7,16,20,23,Valid
GZ,7,16,21,36,Valid
GZ,7,16,22,32,Valid
GZ,7,16,23,39,Valid
GZ,7,17,0,43,Valid
GZ,7,17,1,42,Valid
GZ,7,17,2,45,Valid
GZ,7,17,3,16,Valid
GZ,7,17,4,20,Valid
GZ,7,17,5,21,Valid
GZ,7,17,6,20,Valid
GZ,7,17,7,18,Valid
GZ,7,17,8,38,Valid
GZ,7,17,9,30,Valid
GZ,7,17,10,27,Valid
GZ,7,17,11,36,Valid
GZ,7,17,12,37,Valid
GZ,7,17,13,49,Valid
GZ,7,17,14,44,Valid
GZ,7,17,15,56,Valid
GZ,7,17,16,54,Valid
GZ,7,17,17,50,Valid
GZ,7,17,18,56,Valid
GZ,7,17,19,55,Valid
GZ,7,17,20,53,Valid
GZ,7,17,21,62,Valid
GZ,7,17,22,60,Valid
GZ,7,17,23,14,Valid
GZ,7,18,0,25,Valid
GZ,7,18,1,22,Valid
GZ,7,18,2,18,Valid
GZ,7,18,3,12,Valid
GZ,7,18,4,24,Valid
GZ,7,18,5,26,Valid
GZ,7,18,6,31,Valid
GZ,7,18,7,33,Valid
GZ,7,18,8,43,Valid
GZ,7,18,9,40,Valid
GZ,7,18,10,44,Valid
GZ,7,18,11,44,Valid
GZ,7,18,12,61,Valid
GZ,7,18,13,54,Valid
GZ,7,18,14,28,Valid
GZ,7,18,15,19,Valid
GZ,7,18,16,21,Valid
GZ,7,18,17,25,Valid
GZ,7,18,18,31,Valid
GZ,7,18,19,29,Valid
GZ,7,18,20,34,Valid
GZ,7,18,21,33,Valid
GZ,7,18,22,33,Valid
GZ,7,18,23,39,Valid
GZ,7,19,0,33,Valid
GZ,7,19,1,39,Valid
GZ,7,19,2,36,Valid
GZ,7,19,3,35,Valid
GZ,7,19,4,32,Valid
GZ,7,19,5,25,Valid
GZ,7,19,6,34,Valid
GZ,7,19,7,31,Valid
GZ,7,19,8,31,Valid
GZ,7,19,9,21,Valid
GZ,7,19,10,28,Valid
GZ,7,19,11,31,Valid
GZ,7,19,12,40,Valid
GZ,7,19,13,30,Valid
GZ,7,19,14,35,Valid
GZ,7,19,15,27,Valid
GZ,7,19,16,31,Valid
GZ,7,19,17,26,Valid
GZ,7,19,18,24,Valid
GZ,7,19,19,29,Valid
GZ,7,19,20,35,Valid
GZ,7,19,21,44,Valid
GZ,7,19,22,42,Valid
GZ,7,19,23,44,Valid
GZ,7,20,0,41,Valid
GZ,7,20,1,40,Valid
GZ,7,20,2,37,Valid
GZ,7,20,3,38,Valid
GZ,7,20,4,40,Valid
GZ,7,20,5,33,Valid
GZ,7,20,6,31,Valid
GZ,7,20,7,30,Valid
GZ,7,20,8,32,Valid
GZ,7,20,9,24,Valid
GZ,7,20,10,27,Valid
GZ,7,20,11,19,Valid
GZ,7,20,12,23,Valid
GZ,7,20,13,21,Valid
GZ,7,20,14,20,Valid
GZ,7,20,15,19,Valid
GZ,7,20,16,9,Valid
GZ,7,20,17,13,Valid
GZ,7,20,18,19,Valid
GZ,7,20,19,26,Valid
GZ,7,20,20,15,Valid
GZ,7,20,21,19,Valid
GZ,7,20,22,13,Valid
GZ,7,20,23,9,Valid
GZ,7,21,0,9,Valid
GZ,7,21,1,8,Valid
GZ,7,21,2,7,Valid
GZ,7,21,3,11,Valid
GZ,7,21,4,11,Valid
GZ,7,21,5,9,Valid
GZ,7,21,6,9,Valid
GZ,7,21,7,21,Valid
GZ,7,21,8,40,Valid
GZ,7,21,9,10,Valid
GZ,7,21,10,10,Valid
GZ,7,21,11,9,Valid
GZ,7,21,12,10,Valid
GZ,7,21,13,8,Valid
GZ,7,21,14,6,Valid
GZ,7,21,15,7,Valid
GZ,7,21,16,6,Valid
GZ,7,21,17,8,Valid
GZ,7,21,18,14,Valid
GZ,7,21,19,15,Valid
GZ,7,21,20,15,Valid
GZ,7,21,21,20,Valid
GZ,7,21,22,12,Valid
GZ,7,21,23,14,Valid
GZ,7,22,0,11,Valid
GZ,7,22,1,11,Valid
GZ,7,22,2,10,Valid
GZ,7,22,3,10,Valid
GZ,7,22,4,15,Valid
GZ,7,22,5,12,Valid
GZ,7,22,6,18,Valid
GZ,7,22,7,15,Valid
GZ,7,22,8,22,Valid
GZ,7,22,9,25,Valid
GZ,7,22,10,-999,Missing
GZ,7,22,11,-999,Missing
GZ,7,22,12,15,Valid
GZ,7,22,13,17,Valid
GZ,7,22,14,18,Valid
GZ,7,22,15,17,Valid
GZ,7,22,16,16,Valid
GZ,7,22,17,14,Valid
GZ,7,22,18,16,Valid
GZ,7,22,19,16,Valid
GZ,7,22,20,32,Valid
GZ,7,22,21,31,Valid
GZ,7,22,22,36,Valid
GZ,7,22,23,31,Valid
GZ,7,23,0,23,Valid
GZ,7,23,1,16,Valid
GZ,7,23,2,14,Valid
GZ,7,23,3,21,Valid
GZ,7,23,4,12,Valid
GZ,7,23,5,16,Valid
GZ,7,23,6,15,Valid
GZ,7,23,7,15,Valid
GZ,7,23,8,9,Valid
GZ,7,23,9,12,Valid
GZ,7,23,10,12,Valid
GZ,7,23,11,18,Valid
GZ,7,23,12,19,Valid
GZ,7,23,13,18,Valid
GZ,7,23,14,12,Valid
GZ,7,23,15,8,Valid
GZ,7,23,16,19,Valid
GZ,7,23,17,23,Valid
GZ,7,23,18,16,Valid
GZ,7,23,19,18,Valid
GZ,7,23,20,18,Valid
GZ,7,23,21,16,Valid
GZ,7,23,22,18,Valid
GZ,7,23,23,3,Valid
GZ,7,24,0,7,Valid
GZ,7,24,1,3,Valid
GZ,7,24,2,7,Valid
GZ,7,24,3,6,Valid
GZ,7,24,4,6,Valid
GZ,7,24,5,4,Valid
GZ,7,24,6,2,Valid
GZ,7,24,7,-4,Valid
GZ,7,24,8,-5,Valid
GZ,7,24,9,1,Valid
GZ,7,24,10,9,Valid
GZ,7,24,11,8,Valid
GZ,7,24,12,18,Valid
GZ,7,24,13,29,Valid
GZ,7,24,14,35,Valid
GZ,7,24,15,36,Valid
GZ,7,24,16,12,Valid
GZ,7,24,17,7,Valid
GZ,7,24,18,6,Valid
GZ,7,24,19,7,Valid
GZ,7,24,20,15,Valid
GZ,7,24,21,19,Valid
GZ,7,24,22,22,Valid
GZ,7,24,23,18,Valid
GZ,7,25,0,23,Valid
GZ,7,25,1,22,Valid
GZ,7,25,2,11,Valid
GZ,7,25,3,24,Valid
GZ,7,25,4,24,Valid
GZ,7,25,5,14,Valid
GZ,7,25,6,17,Valid
GZ,7,25,7,19,Valid
GZ,7,25,8,12,Valid
GZ,7,25,9,11,Valid
GZ,7,25,10,21,Valid
GZ,7,25,11,10,Valid
GZ,7,25,12,11,Valid
GZ,7,25,13,14,Valid
GZ,7,25,14,16,Valid
GZ,7,25,15,18,Valid
GZ,7,25,16,7,Valid
GZ,7,25,17,7,Valid
GZ,7,25,18,27,Valid
GZ,7,25,19,24,Valid
GZ,7,25,20,23,Valid
GZ,7,25,21,11,Valid
GZ,7,25,22,17,Valid
GZ,7,25,23,20,Valid
GZ,7,26,0,18,Valid
GZ,7,26,1,19,Valid
GZ,7,26,2,17,Valid
GZ,7,26,3,18,Valid
GZ,7,26,4,16,Valid
GZ,7,26,5,15,Valid
GZ,7,26,6,12,Valid
GZ,7,26,7,14,Valid
GZ,7,26,8,12,Valid
GZ,7,26,9,14,Valid
GZ,7,26,10,20,Valid
GZ,7,26,11,13,Valid
GZ,7,26,12,7,Valid
GZ,7,26,13,9,Valid
GZ,7,26,14,10,Valid
GZ,7,26,15,12,Valid
GZ,7,26,16,16,Valid
GZ,7,26,17,14,Valid
GZ,7,26,18,22,Valid
GZ,7,26,19,24,Valid
GZ,7,26,20,20,Valid
GZ,7,26,21,27,Valid
GZ,7,26,22,11,Valid
GZ,7,26,23,14,Valid
GZ,7,27,0,12,Valid
GZ,7,27,1,12,Valid
GZ,7,27,2,12,Valid
GZ,7,27,3,14,Valid
GZ,7,27,4,20,Valid
GZ,7,27,5,5,Valid
GZ,7,27,6,15,Valid
GZ,7,27,7,14,Valid
GZ,7,27,8,10,Valid
GZ,7,27,9,8,Valid
GZ,7,27,10,17,Valid
GZ,7,27,11,15,Valid
GZ,7,27,12,11,Valid
GZ,7,27,13,12,Valid
GZ,7,27,14,9,Valid
GZ,7,27,15,19,Valid
GZ,7,27,16,11,Valid
GZ,7,27,17,17,Valid
GZ,7,27,18,18,Valid
GZ,7,27,19,20,Valid
GZ,7,27,20,21,Valid
GZ,7,27,21,18,Valid
GZ,7,27,22,17,Valid
GZ,7,27,23,18,Valid
GZ,7,28,0,12,Valid
GZ,7,28,1,12,Valid
GZ,7,28,2,11,Valid
GZ,7,28,3,9,Valid
GZ,7,28,4,11,Valid
GZ,7,28,5,12,Valid
GZ,7,28,6,10,Valid
GZ,7,28,7,8,Valid
GZ,7,28,8,5,Valid
GZ,7,28,9,6,Valid
GZ,7,28,10,11,Valid
GZ,7,28,11,15,Valid
GZ,7,28,12,17,Valid
GZ,7,28,13,14,Valid
GZ,7,28,14,14,Valid
GZ,7,28,15,9,Valid
GZ,7,28,16,4,Valid
GZ,7,28,17,7,Valid
GZ,7,28,18,6,Valid
GZ,7,28,19,21,Valid
GZ,7,28,20,28,Valid
GZ,7,28,21,27,Valid
GZ,7,28,22,22,Valid
GZ,7,28,23,21,Valid
GZ,7,29,0,15,Valid
GZ,7,29,1,17,Valid
GZ,7,29,2,19,Valid
GZ,7,29,3,21,Valid
GZ,7,29,4,16,Valid
GZ,7,29,5,23,Valid
GZ,7,29,6,14,Valid
GZ,7,29,7,20,Valid
GZ,7,29,8,14,Valid
GZ,7,29,9,17,Valid
GZ,7,29,10,17,Valid
GZ,7,29,11,14,Valid
GZ,7,29,12,20,Valid
GZ,7,29,13,-2,Valid
GZ,7,29,14,-1,Valid
GZ,7,29,15,6,Valid
GZ,7,29,16,6,Valid
GZ,7,29,17,8,Valid
GZ,7,29,18,9,Valid
GZ,7,29,19,9,Valid
GZ,7,29,20,15,Valid
GZ,7,29,21,12,Valid
GZ,7,29,22,9,Valid
GZ,7,29,23,11,Valid
GZ,7,30,0,9,Valid
GZ,7,30,1,10,Valid
GZ,7,30,2,9,Valid
GZ,7,30,3,9,Valid
GZ,7,30,4,16,Valid
GZ,7,30,5,32,Valid
GZ,7,30,6,37,Valid
GZ,7,30,7,32,Valid
GZ,7,30,8,42,Valid
GZ,7,30,9,37,Valid
GZ,7,30,10,21,Valid
GZ,7,30,11,12,Valid
GZ,7,30,12,9,Valid
GZ,7,30,13,15,Valid
GZ,7,30,14,7,Valid
GZ,7,30,15,7,Valid
GZ,7,30,16,9,Valid
GZ,7,30,17,9,Valid
GZ,7,30,18,10,Valid
GZ,7,30,19,10,Valid
GZ,7,30,20,8,Valid
GZ,7,30,21,8,Valid
GZ,7,30,22,12,Valid
GZ,7,30,23,13,Valid
GZ,7,31,0,10,Valid
GZ,7,31,1,11,Valid
GZ,7,31,2,12,Valid
GZ,7,31,3,14,Valid
GZ,7,31,4,15,Valid
GZ,7,31,5,13,Valid
GZ,7,31,6,7,Valid
GZ,7,31,7,31,Valid
GZ,7,31,8,30,Valid
GZ,7,31,9,24,Valid
GZ,7,31,10,12,Valid
GZ,7,31,11,11,Valid
GZ,7,31,12,15,Valid
GZ,7,31,13,10,Valid
GZ,7,31,14,4,Valid
GZ,7,31,15,2,Valid
GZ,7,31,16,4,Valid
GZ,7,31,17,13,Valid
GZ,7,31,18,11,Valid
GZ,7,31,19,14,Valid
GZ,7,31,20,11,Valid
GZ,7,31,21,17,Valid
GZ,7,31,22,13,Valid
GZ,7,31,23,15,Valid
GZ,8,1,0,9,Valid
GZ,8,1,1,21,Valid
GZ,8,1,2,21,Valid
GZ,8,1,3,21,Valid
GZ,8,1,4,18,Valid
GZ,8,1,5,24,Valid
GZ,8,1,6,25,Valid
GZ,8,1,7,14,Valid
GZ,8,1,8,8,Valid
GZ,8,1,9,9,Valid
GZ,8,1,10,16,Valid
GZ,8,1,11,17,Valid
GZ,8,1,12,24,Valid
GZ,8,1,13,18,Valid
GZ,8,1,14,9,Valid
GZ,8,1,15,7,Valid
GZ,8,1,16,8,Valid
GZ,8,1,17,17,Valid
GZ,8,1,18,20,Valid
GZ,8,1,19,22,Valid
GZ,8,1,20,13,Valid
GZ,8,1,21,10,Valid
GZ,8,1,22,7,Valid
GZ,8,1,23,6,Valid
GZ,8,2,0,4,Valid
GZ,8,2,1,8,Valid
GZ,8,2,2,8,Valid
GZ,8,2,3,6,Valid
GZ,8,2,4,4,Valid
GZ,8,2,5,1,Valid
GZ,8,2,6,9,Valid
GZ,8,2,7,12,Valid
GZ,8,2,8,7,Valid
GZ,8,2,9,11,Valid
GZ,8,2,10,10,Valid
GZ,8,2,11,11,Valid
GZ,8,2,12,16,Valid
GZ,8,2,13,19,Valid
GZ,8,2,14,11,Valid
GZ,8,2,15,9,Valid
GZ,8,2,16,9,Valid
GZ,8,2,17,8,Valid
GZ,8,2,18,6,Valid
GZ,8,2,19,10,Valid
GZ,8,2,20,16,Valid
GZ,8,2,21,16,Valid
GZ,8,2,22,15,Valid
GZ,8,2,23,17,Valid
GZ,8,3,0,20,Valid
GZ,8,3,1,19,Valid
GZ,8,3,2,12,Valid
GZ,8,3,3,19,Valid
GZ,8,3,4,19,Valid
GZ,8,3,5,24,Valid
GZ,8,3,6,24,Valid
GZ,8,3,7,25,Valid
GZ,8,3,8,23,Valid
GZ,8,3,9,23,Valid
GZ,8,3,10,23,Valid
GZ,8,3,11,12,Valid
GZ,8,3,12,20,Valid
GZ,8,3,13,18,Valid
GZ,8,3,14,22,Valid
GZ,8,3,15,16,Valid
GZ,8,3,16,19,Valid
GZ,8,3,17,25,Valid
GZ,8,3,18,34,Valid
GZ,8,3,19,34,Valid
GZ,8,3,20,40,Valid
GZ,8,3,21,33,Valid
GZ,8,3,22,19,Valid
GZ,8,3,23,20,Valid
GZ,8,4,0,25,Valid
GZ,8,4,1,23,Valid
GZ,8,4,2,22,Valid
GZ,8,4,3,17,Valid
GZ,8,4,4,13,Valid
GZ,8,4,5,11,Valid
GZ,8,4,6,15,Valid
GZ,8,4,7,16,Valid
GZ,8,4,8,14,Valid
GZ,8,4,9,8,Valid
GZ,8,4,10,13,Valid
GZ,8,4,11,14,Valid
GZ,8,4,12,20,Valid
GZ,8,4,13,24,Valid
GZ,8,4,14,34,Valid
GZ,8,4,15,37,Valid
GZ,8,4,16,42,Valid
GZ,8,4,17,39,Valid
GZ,8,4,18,44,Valid
GZ,8,4,19,47,Valid
GZ,8,4,20,39,Valid
GZ,8,4,21,32,Valid
GZ,8,4,22,42,Valid
GZ,8,4,23,36,Valid
GZ,8,5,0,33,Valid
GZ,8,5,1,28,Valid
GZ,8,5,2,20,Valid
GZ,8,5,3,20,Valid
GZ,8,5,4,21,Valid
GZ,8,5,5,16,Valid
GZ,8,5,6,14,Valid
GZ,8,5,7,22,Valid
GZ,8,5,8,17,Valid
GZ,8,5,9,21,Valid
GZ,8,5,10,32,Valid
GZ,8,5,11,36,Valid
GZ,8,5,12,46,Valid
GZ,8,5,13,47,Valid
GZ,8,5,14,47,Valid
GZ,8,5,15,61,Valid
GZ,8,5,16,57,Valid
GZ,8,5,17,71,Valid
GZ,8,5,18,68,Valid
GZ,8,5,19,71,Valid
GZ,8,5,20,73,Valid
GZ,8,5,21,56,Valid
GZ,8,5,22,39,Valid
GZ,8,5,23,44,Valid
GZ,8,6,0,27,Valid
GZ,8,6,1,26,Valid
GZ,8,6,2,22,Valid
GZ,8,6,3,19,Valid
GZ,8,6,4,23,Valid
GZ,8,6,5,20,Valid
GZ,8,6,6,17,Valid
GZ,8,6,7,18,Valid
GZ,8,6,8,11,Valid
GZ,8,6,9,11,Valid
GZ,8,6,10,17,Valid
GZ,8,6,11,24,Valid
GZ,8,6,12,31,Valid
GZ,8,6,13,41,Valid
GZ,8,6,14,45,Valid
GZ,8,6,15,43,Valid
GZ,8,6,16,49,Valid
GZ,8,6,17,59,Valid
GZ,8,6,18,59,Valid
GZ,8,6,19,60,Valid
GZ,8,6,20,71,Valid
GZ,8,6,21,58,Valid
GZ,8,6,22,43,Valid
GZ,8,6,23,42,Valid
