Site,Month,Day,Hour,Value,Duration
GZ,4,19,21,34,Valid
GZ,4,19,22,34,Valid
GZ,4,19,23,30,Valid
GZ,4,20,0,34,Valid
GZ,4,20,1,23,Valid
GZ,4,20,2,30,Valid
GZ,4,20,3,25,Valid
GZ,4,20,4,15,Valid
GZ,4,20,5,26,Valid
GZ,4,20,6,24,Valid
GZ,4,20,7,27,Valid
GZ,4,20,8,38,Valid
GZ,4,20,9,34,Valid
GZ,4,20,10,32,Valid
GZ,4,20,11,17,Valid
GZ,4,20,12,15,Valid
GZ,4,20,13,18,Valid
GZ,4,20,14,10,Valid
GZ,4,20,15,7,Valid
GZ,4,20,16,15,Valid
GZ,4,20,17,15,Valid
GZ,4,20,18,25,Valid
GZ,4,20,19,20,Valid
GZ,4,20,20,22,Valid
GZ,4,20,21,24,Valid
GZ,4,20,22,21,Valid
GZ,4,20,23,13,Valid
GZ,4,21,0,9,Valid
GZ,4,21,1,8,Valid
GZ,4,21,2,14,Valid
GZ,4,21,3,15,Valid
GZ,4,21,4,13,Valid
GZ,4,21,5,10,Valid
GZ,4,21,6,19,Valid
GZ,4,21,7,18,Valid
GZ,4,21,8,19,Valid
GZ,4,21,9,14,Valid
GZ,4,21,10,16,Valid
GZ,4,21,11,15,Valid
GZ,4,21,12,21,Valid
GZ,4,21,13,14,Valid
GZ,4,21,14,21,Valid
GZ,4,21,15,19,Valid
GZ,4,21,16,13,Valid
GZ,4,21,17,19,Valid
GZ,4,21,18,24,Valid
GZ,4,21,19,28,Valid
GZ,4,21,20,27,Valid
GZ,4,21,21,21,Valid
GZ,4,21,22,25,Valid
GZ,4,21,23,22,Valid
GZ,4,22,0,21,Valid
GZ,4,22,1,23,Valid
GZ,4,22,2,18,Valid
GZ,4,22,3,22,Valid
GZ,4,22,4,23,Valid
GZ,4,22,5,32,Valid
GZ,4,22,6,30,Valid
GZ,4,22,7,28,Valid
GZ,4,22,8,28,Valid
GZ,4,22,9,29,Valid
GZ,4,22,10,31,Valid
GZ,4,22,11,29,Valid
GZ,4,22,12,33,Valid
GZ,4,22,13,35,Valid
GZ,4,22,14,34,Valid
GZ,4,22,15,26,Valid
GZ,4,22,16,30,Valid
GZ,4,22,17,30,Valid
GZ,4,22,18,27,Valid
GZ,4,22,19,34,Valid
GZ,4,22,20,34,Valid
GZ,4,22,21,35,Valid
GZ,4,22,22,35,Valid
GZ,4,22,23,43,Valid
GZ,4,23,0,47,Valid
GZ,4,23,1,54,Valid
GZ,4,23,2,58,Valid
GZ,4,23,3,51,Valid
GZ,4,23,4,54,Valid
GZ,4,23,5,52,Valid
GZ,4,23,6,49,Valid
GZ,4,23,7,40,Valid
GZ,4,23,8,48,Valid
GZ,4,23,9,47,Valid
GZ,4,23,10,46,Valid
GZ,4,23,11,46,Valid
GZ,4,23,12,47,Valid
GZ,4,23,13,63,Valid
GZ,4,23,14,68,Valid
GZ,4,23,15,76,Valid
GZ,4,23,16,-999,Missing
GZ,4,23,17,67,Valid
GZ,4,23,18,68,Valid
GZ,4,23,19,59,Valid
GZ,4,23,20,54,Valid
GZ,4,23,21,54,Valid
GZ,4,23,22,53,Valid
GZ,4,23,23,50,Valid
GZ,4,24,0,62,Valid
GZ,4,24,1,59,Valid
GZ,4,24,2,65,Valid
GZ,4,24,3,67,Valid
GZ,4,24,4,68,Valid
GZ,4,24,5,50,Valid
GZ,4,24,6,44,Valid
GZ,4,24,7,39,Valid
GZ,4,24,8,38,Valid
GZ,4,24,9,45,Valid
GZ,4,24,10,61,Valid
GZ,4,24,11,51,Valid
GZ,4,24,12,63,Valid
GZ,4,24,13,56,Valid
GZ,4,24,14,56,Valid
GZ,4,24,15,67,Valid
GZ,4,24,16,49,Valid
GZ,4,24,17,58,Valid
GZ,4,24,18,59,Valid
GZ,4,24,19,60,Valid
GZ,4,24,20,59,Valid
GZ,4,24,21,69,Valid
GZ,4,24,22,75,Valid
GZ,4,24,23,80,Valid
GZ,4,25,0,82,Valid
GZ,4,25,1,90,Valid
GZ,4,25,2,98,Valid
GZ,4,25,3,102,Valid
GZ,4,25,4,131,Valid
GZ,4,25,5,138,Valid
GZ,4,25,6,134,Valid
GZ,4,25,7,122,Valid
GZ,4,25,8,96,Valid
GZ,4,25,9,79,Valid
GZ,4,25,10,83,Valid
GZ,4,25,11,75,Valid
GZ,4,25,12,59,Valid
GZ,4,25,13,93,Valid
GZ,4,25,14,118,Valid
GZ,4,25,15,82,Valid
GZ,4,25,16,136,Valid
GZ,4,25,17,157,Valid
GZ,4,25,18,149,Valid
GZ,4,25,19,151,Valid
GZ,4,25,20,185,Valid
GZ,4,25,21,208,Valid
GZ,4,25,22,181,Valid
GZ,4,25,23,140,Valid
GZ,4,26,0,116,Valid
GZ,4,26,1,98,Valid
GZ,4,26,2,99,Valid
GZ,4,26,3,96,Valid
GZ,4,26,4,85,Valid
GZ,4,26,5,90,Valid
GZ,4,26,6,83,Valid
GZ,4,26,7,81,Valid
GZ,4,26,8,83,Valid
GZ,4,26,9,72,Valid
GZ,4,26,10,69,Valid
GZ,4,26,11,69,Valid
GZ,4,26,12,70,Valid
GZ,4,26,13,74,Valid
GZ,4,26,14,83,Valid
GZ,4,26,15,75,Valid
GZ,4,26,16,69,Valid
GZ,4,26,17,73,Valid
GZ,4,26,18,69,Valid
GZ,4,26,19,74,Valid
GZ,4,26,20,91,Valid
GZ,4,26,21,81,Valid
GZ,4,26,22,72,Valid
GZ,4,26,23,60,Valid
GZ,4,27,0,64,Valid
GZ,4,27,1,71,Valid
GZ,4,27,2,76,Valid
GZ,4,27,3,78,Valid
GZ,4,27,4,81,Valid
GZ,4,27,5,76,Valid
GZ,4,27,6,90,Valid
GZ,4,27,7,89,Valid
GZ,4,27,8,86,Valid
GZ,4,27,9,84,Valid
GZ,4,27,10,81,Valid
GZ,4,27,11,55,Valid
GZ,4,27,12,51,Valid
GZ,4,27,13,66,Valid
GZ,4,27,14,57,Valid
GZ,4,27,15,39,Valid
GZ,4,27,16,47,Valid
GZ,4,27,17,44,Valid
GZ,4,27,18,49,Valid
GZ,4,27,19,50,Valid
GZ,4,27,20,54,Valid
GZ,4,27,21,47,Valid
GZ,4,27,22,42,Valid
GZ,4,27,23,36,Valid
GZ,4,28,0,40,Valid
GZ,4,28,1,40,Valid
GZ,4,28,2,44,Valid
GZ,4,28,3,47,Valid
GZ,4,28,4,49,Valid
GZ,4,28,5,46,Valid
GZ,4,28,6,44,Valid
GZ,4,28,7,45,Valid
GZ,4,28,8,44,Valid
GZ,4,28,9,39,Valid
GZ,4,28,10,43,Valid
GZ,4,28,11,44,Valid
GZ,4,28,12,34,Valid
GZ,4,28,13,36,Valid
GZ,4,28,14,41,Valid
GZ,4,28,15,37,Valid
GZ,4,28,16,43,Valid
GZ,4,28,17,41,Valid
GZ,4,28,18,40,Valid
GZ,4,28,19,33,Valid
GZ,4,28,20,31,Valid
GZ,4,28,21,37,Valid
GZ,4,28,22,30,Valid
GZ,4,28,23,36,Valid
GZ,4,29,0,29,Valid
GZ,4,29,1,23,Valid
GZ,4,29,2,29,Valid
GZ,4,29,3,27,Valid
GZ,4,29,4,27,Valid
GZ,4,29,5,32,Valid
GZ,4,29,6,41,Valid
GZ,4,29,7,41,Valid
GZ,4,29,8,46,Valid
GZ,4,29,9,48,Valid
GZ,4,29,10,54,Valid
GZ,4,29,11,67,Valid
GZ,4,29,12,73,Valid
GZ,4,29,13,52,Valid
GZ,4,29,14,67,Valid
GZ,4,29,15,70,Valid
GZ,4,29,16,70,Valid
GZ,4,29,17,59,Valid
GZ,4,29,18,80,Valid
GZ,4,29,19,66,Valid
GZ,4,29,20,64,Valid
GZ,4,29,21,27,Valid
GZ,4,29,22,59,Valid
GZ,4,29,23,68,Valid
GZ,4,30,0,67,Valid
GZ,4,30,1,63,Valid
GZ,4,30,2,46,Valid
GZ,4,30,3,51,Valid
GZ,4,30,4,58,Valid
GZ,4,30,5,54,Valid
GZ,4,30,6,64,Valid
GZ,4,30,7,65,Valid
GZ,4,30,8,67,Valid
GZ,4,30,9,68,Valid
GZ,4,30,10,63,Valid
GZ,4,30,11,53,Valid
GZ,4,30,12,55,Valid
GZ,4,30,13,41,Valid
GZ,4,30,14,36,Valid
GZ,4,30,15,39,Valid
GZ,4,30,16,36,Valid
GZ,4,30,17,47,Valid
GZ,4,30,18,41,Valid
GZ,4,30,19,36,Valid
GZ,4,30,20,44,Valid
GZ,4,30,21,35,Valid
GZ,4,30,22,23,Valid
GZ,4,30,23,19,Valid
GZ,5,1,0,11,Valid
GZ,5,1,1,19,Valid
GZ,5,1,2,17,Valid
GZ,5,1,3,18,Valid
GZ,5,1,4,14,Valid
GZ,5,1,5,21,Valid
GZ,5,1,6,15,Valid
GZ,5,1,7,14,Valid
GZ,5,1,8,14,Valid
GZ,5,1,9,9,Valid
GZ,5,1,10,10,Valid
GZ,5,1,11,12,Valid
GZ,5,1,12,15,Valid
GZ,5,1,13,7,Valid
GZ,5,1,14,16,Valid
GZ,5,1,15,18,Valid
GZ,5,1,16,15,Valid
GZ,5,1,17,13,Valid
GZ,5,1,18,10,Valid
GZ,5,1,19,12,Valid
GZ,5,1,20,9,Valid
GZ,5,1,21,17,Valid
GZ,5,1,22,13,Valid
GZ,5,1,23,10,Valid
GZ,5,2,0,10,Valid
GZ,5,2,1,12,Valid
GZ,5,2,2,10,Valid
GZ,5,2,3,9,Valid
GZ,5,2,4,8,Valid
GZ,5,2,5,6,Valid
GZ,5,2,6,6,Valid
GZ,5,2,7,11,Valid
GZ,5,2,8,12,Valid
GZ,5,2,9,8,Valid
GZ,5,2,10,6,Valid
GZ,5,2,11,10,Valid
GZ,5,2,12,13,Valid
GZ,5,2,13,23,Valid
GZ,5,2,14,9,Valid
GZ,5,2,15,13,Valid
GZ,5,2,16,19,Valid
GZ,5,2,17,22,Valid
GZ,5,2,18,26,Valid
GZ,5,2,19,23,Valid
GZ,5,2,20,12,Valid
GZ,5,2,21,17,Valid
GZ,5,2,22,20,Valid
GZ,5,2,23,22,Valid
GZ,5,3,0,15,Valid
GZ,5,3,1,18,Valid
GZ,5,3,2,16,Valid
GZ,5,3,3,11,Valid
GZ,5,3,4,13,Valid
GZ,5,3,5,19,Valid
GZ,5,3,6,20,Valid
GZ,5,3,7,16,Valid
GZ,5,3,8,13,Valid
GZ,5,3,9,16,Valid
GZ,5,3,10,25,Valid
GZ,5,3,11,38,Valid
GZ,5,3,12,40,Valid
GZ,5,3,13,31,Valid
GZ,5,3,14,26,Valid
GZ,5,3,15,32,Valid
GZ,5,3,16,23,Valid
GZ,5,3,17,22,Valid
GZ,5,3,18,29,Valid
GZ,5,3,19,22,Valid
GZ,5,3,20,26,Valid
GZ,5,3,21,32,Valid
GZ,5,3,22,18,Valid
GZ,5,3,23,32,Valid
GZ,5,4,0,32,Valid
GZ,5,4,1,29,Valid
GZ,5,4,2,25,Valid
GZ,5,4,3,35,Valid
GZ,5,4,4,19,Valid
GZ,5,4,5,20,Valid
GZ,5,4,6,24,Valid
GZ,5,4,7,27,Valid
GZ,5,4,8,34,Valid
GZ,5,4,9,27,Valid
GZ,5,4,10,25,Valid
GZ,5,4,11,31,Valid
GZ,5,4,12,41,Valid
GZ,5,4,13,42,Valid
GZ,5,4,14,42,Valid
GZ,5,4,15,43,Valid
GZ,5,4,16,24,Valid
GZ,5,4,17,28,Valid
GZ,5,4,18,24,Valid
GZ,5,4,19,34,Valid
GZ,5,4,20,18,Valid
GZ,5,4,21,6,Valid
GZ,5,4,22,6,Valid
GZ,5,4,23,7,Valid
GZ,5,5,0,8,Valid
GZ,5,5,1,10,Valid
GZ,5,5,2,11,Valid
GZ,5,5,3,12,Valid
GZ,5,5,4,14,Valid
GZ,5,5,5,16,Valid
GZ,5,5,6,13,Valid
GZ,5,5,7,26,Valid
GZ,5,5,8,29,Valid
GZ,5,5,9,17,Valid
GZ,5,5,10,2,Valid
GZ,5,5,11,11,Valid
GZ,5,5,12,24,Valid
GZ,5,5,13,22,Valid
GZ,5,5,14,33,Valid
GZ,5,5,15,37,Valid
GZ,5,5,16,32,Valid
GZ,5,5,17,21,Valid
GZ,5,5,18,22,Valid
GZ,5,5,19,26,Valid
GZ,5,5,20,20,Valid
GZ,5,5,21,20,Valid
GZ,5,5,22,21,Valid
GZ,5,5,23,16,Valid
GZ,5,6,0,14,Valid
GZ,5,6,1,26,Valid
GZ,5,6,2,36,Valid
GZ,5,6,3,31,Valid
GZ,5,6,4,33,Valid
GZ,5,6,5,32,Valid
GZ,5,6,6,21,Valid
GZ,5,6,7,19,Valid
GZ,5,6,8,11,Valid
GZ,5,6,9,12,Valid
GZ,5,6,10,16,Valid
GZ,5,6,11,23,Valid
GZ,5,6,12,9,Valid
GZ,5,6,13,20,Valid
GZ,5,6,14,19,Valid
GZ,5,6,15,14,Valid
GZ,5,6,16,27,Valid
GZ,5,6,17,27,Valid
GZ,5,6,18,22,Valid
GZ,5,6,19,22,Valid
GZ,5,6,20,18,Valid
GZ,5,6,21,5,Valid
GZ,5,6,22,1,Valid
GZ,5,6,23,3,Valid
GZ,5,7,0,10,Valid
GZ,5,7,1,19,Valid
GZ,5,7,2,38,Valid
GZ,5,7,3,42,Valid
GZ,5,7,4,31,Valid
GZ,5,7,5,15,Valid
GZ,5,7,6,16,Valid
GZ,5,7,7,7,Valid
GZ,5,7,8,6,Valid
GZ,5,7,9,8,Valid
GZ,5,7,10,11,Valid
GZ,5,7,11,7,Valid
GZ,5,7,12,20,Valid
GZ,5,7,13,33,Valid
GZ,5,7,14,38,Valid
GZ,5,7,15,30,Valid
GZ,5,7,16,17,Valid
GZ,5,7,17,20,Valid
GZ,5,7,18,24,Valid
GZ,5,7,19,6,Valid
GZ,5,7,20,22,Valid
GZ,5,7,21,24,Valid
GZ,5,7,22,13,Valid
GZ,5,7,23,18,Valid
GZ,5,8,0,11,Valid
GZ,5,8,1,14,Valid
GZ,5,8,2,15,Valid
GZ,5,8,3,12,Valid
GZ,5,8,4,14,Valid
GZ,5,8,5,17,Valid
GZ,5,8,6,11,Valid
GZ,5,8,7,10,Valid
GZ,5,8,8,19,Valid
GZ,5,8,9,8,Valid
GZ,5,8,10,17,Valid
GZ,5,8,11,16,Valid
GZ,5,8,12,17,Valid
GZ,5,8,13,16,Valid
GZ,5,8,14,14,Valid
GZ,5,8,15,14,Valid
GZ,5,8,16,15,Valid
GZ,5,8,17,15,Valid
GZ,5,8,18,17,Valid
GZ,5,8,19,17,Valid
GZ,5,8,20,26,Valid
GZ,5,8,21,29,Valid
GZ,5,8,22,28,Valid
GZ,5,8,23,24,Valid
GZ,5,9,0,15,Valid
GZ,5,9,1,19,Valid
GZ,5,9,2,16,Valid
GZ,5,9,3,24,Valid
GZ,5,9,4,24,Valid
GZ,5,9,5,17,Valid
GZ,5,9,6,15,Valid
GZ,5,9,7,14,Valid
GZ,5,9,8,-999,Missing
GZ,5,9,9,-999,Missing
GZ,5,9,10,-999,Missing
GZ,5,9,11,7,Valid
GZ,5,9,12,-999,Missing
GZ,5,9,13,-999,Missing
GZ,5,9,14,13,Valid
GZ,5,9,15,7,Valid
GZ,5,9,16,3,Valid
GZ,5,9,17,9,Valid
GZ,5,9,18,21,Valid
GZ,5,9,19,20,Valid
GZ,5,9,20,32,Valid
GZ,5,9,21,45,Valid
GZ,5,9,22,45,Valid
GZ,5,9,23,29,Valid
GZ,5,10,0,30,Valid
GZ,5,10,1,33,Valid
GZ,5,10,2,31,Valid
GZ,5,10,3,30,Valid
GZ,5,10,4,26,Valid
GZ,5,10,5,30,Valid
GZ,5,10,6,29,Valid
GZ,5,10,7,27,Valid
GZ,5,10,8,29,Valid
GZ,5,10,9,36,Valid
GZ,5,10,10,37,Valid
GZ,5,10,11,49,Valid
GZ,5,10,12,53,Valid
GZ,5,10,13,56,Valid
GZ,5,10,14,36,Valid
GZ,5,10,15,42,Valid
GZ,5,10,16,31,Valid
GZ,5,10,17,26,Valid
GZ,5,10,18,18,Valid
GZ,5,10,19,20,Valid
GZ,5,10,20,16,Valid
GZ,5,10,21,17,Valid
GZ,5,10,22,19,Valid
GZ,5,10,23,28,Valid
GZ,5,11,0,27,Valid
GZ,5,11,1,29,Valid
GZ,5,11,2,31,Valid
GZ,5,11,3,29,Valid
GZ,5,11,4,35,Valid
GZ,5,11,5,37,Valid
GZ,5,11,6,35,Valid
GZ,5,11,7,35,Valid
GZ,5,11,8,33,Valid
GZ,5,11,9,38,Valid
GZ,5,11,10,34,Valid
GZ,5,11,11,26,Valid
GZ,5,11,12,24,Valid
GZ,5,11,13,19,Valid
GZ,5,11,14,19,Valid
GZ,5,11,15,8,Valid
GZ,5,11,16,10,Valid
GZ,5,11,17,11,Valid
GZ,5,11,18,21,Valid
GZ,5,11,19,23,Valid
GZ,5,11,20,24,Valid
GZ,5,11,21,13,Valid
GZ,5,11,22,12,Valid
GZ,5,11,23,13,Valid
GZ,5,12,0,14,Valid
GZ,5,12,1,12,Valid
GZ,5,12,2,16,Valid
GZ,5,12,3,16,Valid
GZ,5,12,4,14,Valid
GZ,5,12,5,14,Valid
GZ,5,12,6,13,Valid
GZ,5,12,7,10,Valid
GZ,5,12,8,8,Valid
GZ,5,12,9,11,Valid
GZ,5,12,10,14,Valid
GZ,5,12,11,17,Valid
GZ,5,12,12,18,Valid
GZ,5,12,13,19,Valid
GZ,5,12,14,18,Valid
GZ,5,12,15,17,Valid
GZ,5,12,16,23,Valid
GZ,5,12,17,24,Valid
GZ,5,12,18,20,Valid
GZ,5,12,19,27,Valid
GZ,5,12,20,30,Valid
GZ,5,12,21,35,Valid
GZ,5,12,22,42,Valid
GZ,5,12,23,48,Valid
GZ,5,13,0,53,Valid
GZ,5,13,1,56,Valid
GZ,5,13,2,59,Valid
GZ,5,13,3,63,Valid
GZ,5,13,4,60,Valid
GZ,5,13,5,56,Valid
GZ,5,13,6,43,Valid
GZ,5,13,7,42,Valid
GZ,5,13,8,59,Valid
GZ,5,13,9,43,Valid
GZ,5,13,10,-999,Missing
GZ,5,13,11,-999,Missing
GZ,5,13,12,40,Valid
GZ,5,13,13,34,Valid
GZ,5,13,14,30,Valid
GZ,5,13,15,24,Valid
GZ,5,13,16,25,Valid
GZ,5,13,17,25,Valid
GZ,5,13,18,26,Valid
GZ,5,13,19,23,Valid
GZ,5,13,20,31,Valid
GZ,5,13,21,24,Valid
GZ,5,13,22,30,Valid
GZ,5,13,23,21,Valid
GZ,5,14,0,32,Valid
GZ,5,14,1,29,Valid
GZ,5,14,2,28,Valid
GZ,5,14,3,25,Valid
GZ,5,14,4,19,Valid
GZ,5,14,5,25,Valid
GZ,5,14,6,18,Valid
GZ,5,14,7,31,Valid
GZ,5,14,8,65,Valid
GZ,5,14,9,30,Valid
GZ,5,14,10,22,Valid
GZ,5,14,11,25,Valid
GZ,5,14,12,11,Valid
GZ,5,14,13,14,Valid
GZ,5,14,14,22,Valid
GZ,5,14,15,10,Valid
GZ,5,14,16,13,Valid
GZ,5,14,17,11,Valid
GZ,5,14,18,17,Valid
GZ,5,14,19,13,Valid
GZ,5,14,20,21,Valid
GZ,5,14,21,10,Valid
GZ,5,14,22,20,Valid
GZ,5,14,23,15,Valid
GZ,5,15,0,20,Valid
GZ,5,15,1,7,Valid
GZ,5,15,2,28,Valid
GZ,5,15,3,14,Valid
GZ,5,15,4,18,Valid
GZ,5,15,5,17,Valid
GZ,5,15,6,6,Valid
GZ,5,15,7,20,Valid
GZ,5,15,8,6,Valid
GZ,5,15,9,13,Valid
GZ,5,15,10,15,Valid
GZ,5,15,11,17,Valid
GZ,5,15,12,18,Valid
GZ,5,15,13,24,Valid
GZ,5,15,14,10,Valid
GZ,5,15,15,19,Valid
GZ,5,15,16,17,Valid
GZ,5,15,17,11,Valid
GZ,5,15,18,16,Valid
GZ,5,15,19,15,Valid
GZ,5,15,20,21,Valid
GZ,5,15,21,17,Valid
GZ,5,15,22,13,Valid
GZ,5,15,23,13,Valid
GZ,5,16,0,24,Valid
GZ,5,16,1,19,Valid
GZ,5,16,2,9,Valid
GZ,5,16,3,5,Valid
GZ,5,16,4,7,Valid
GZ,5,16,5,12,Valid
GZ,5,16,6,13,Valid
GZ,5,16,7,8,Valid
GZ,5,16,8,26,Valid
GZ,5,16,9,29,Valid
GZ,5,16,10,30,Valid
GZ,5,16,11,25,Valid
GZ,5,16,12,23,Valid
GZ,5,16,13,20,Valid
GZ,5,16,14,20,Valid
GZ,5,16,15,9,Valid
GZ,5,16,16,15,Valid
GZ,5,16,17,19,Valid
GZ,5,16,18,27,Valid
GZ,5,16,19,32,Valid
GZ,5,16,20,46,Valid
GZ,5,16,21,53,Valid
GZ,5,16,22,44,Valid
GZ,5,16,23,47,Valid
GZ,5,17,0,46,Valid
GZ,5,17,1,34,Valid
GZ,5,17,2,39,Valid
GZ,5,17,3,40,Valid
GZ,5,17,4,48,Valid
GZ,5,17,5,35,Valid
GZ,5,17,6,45,Valid
GZ,5,17,7,47,Valid
GZ,5,17,8,57,Valid
GZ,5,17,9,26,Valid
GZ,5,17,10,34,Valid
GZ,5,17,11,31,Valid
GZ,5,17,12,31,Valid
GZ,5,17,13,22,Valid
GZ,5,17,14,15,Valid
GZ,5,17,15,18,Valid
GZ,5,17,16,13,Valid
GZ,5,17,17,9,Valid
GZ,5,17,18,17,Valid
GZ,5,17,19,25,Valid
GZ,5,17,20,22,Valid
GZ,5,17,21,35,Valid
GZ,5,17,22,31,Valid
GZ,5,17,23,29,Valid
GZ,5,18,0,19,Valid
GZ,5,18,1,25,Valid
GZ,5,18,2,21,Valid
GZ,5,18,3,20,Valid
GZ,5,18,4,35,Valid
GZ,5,18,5,10,Valid
GZ,5,18,6,20,Valid
GZ,5,18,7,37,Valid
GZ,5,18,8,28,Valid
GZ,5,18,9,25,Valid
GZ,5,18,10,17,Valid
GZ,5,18,11,13,Valid
GZ,5,18,12,15,Valid
GZ,5,18,13,12,Valid
GZ,5,18,14,7,Valid
GZ,5,18,15,25,Valid
GZ,5,18,16,16,Valid
GZ,5,18,17,28,Valid
GZ,5,18,18,35,Valid
GZ,5,18,19,23,Valid
GZ,5,18,20,27,Valid
GZ,5,18,21,14,Valid
GZ,5,18,22,26,Valid
GZ,5,18,23,18,Valid
GZ,5,19,0,15,Valid
GZ,5,19,1,22,Valid
GZ,5,19,2,27,Valid
GZ,5,19,3,35,Valid
GZ,5,19,4,24,Valid
GZ,5,19,5,27,Valid
GZ,5,19,6,24,Valid
GZ,5,19,7,33,Valid
GZ,5,19,8,28,Valid
GZ,5,19,9,30,Valid
GZ,5,19,10,15,Valid
GZ,5,19,11,23,Valid
GZ,5,19,12,24,Valid
GZ,5,19,13,18,Valid
GZ,5,19,14,32,Valid
GZ,5,19,15,23,Valid
GZ,5,19,16,22,Valid
GZ,5,19,17,17,Valid
GZ,5,19,18,32,Valid
GZ,5,19,19,27,Valid
GZ,5,19,20,44,Valid
GZ,5,19,21,38,Valid
GZ,5,19,22,43,Valid
GZ,5,19,23,17,Valid
GZ,5,20,0,25,Valid
GZ,5,20,1,23,Valid
GZ,5,20,2,29,Valid
GZ,5,20,3,26,Valid
GZ,5,20,4,27,Valid
GZ,5,20,5,30,Valid
GZ,5,20,6,26,Valid
GZ,5,20,7,35,Valid
GZ,5,20,8,34,Valid
GZ,5,20,9,25,Valid
GZ,5,20,10,42,Valid
GZ,5,20,11,6,Valid
GZ,5,20,12,12,Valid
GZ,5,20,13,11,Valid
GZ,5,20,14,6,Valid
GZ,5,20,15,18,Valid
GZ,5,20,16,8,Valid
GZ,5,20,17,21,Valid
GZ,5,20,18,22,Valid
GZ,5,20,19,40,Valid
GZ,5,20,20,35,Valid
GZ,5,20,21,19,Valid
GZ,5,20,22,20,Valid
GZ,5,20,23,8,Valid
GZ,5,21,0,9,Valid
GZ,5,21,1,14,Valid
GZ,5,21,2,12,Valid
GZ,5,21,3,9,Valid
GZ,5,21,4,11,Valid
GZ,5,21,5,14,Valid
GZ,5,21,6,18,Valid
GZ,5,21,7,18,Valid
GZ,5,21,8,34,Valid
GZ,5,21,9,58,Valid
GZ,5,21,10,47,Valid
GZ,5,21,11,38,Valid
GZ,5,21,12,40,Valid
GZ,5,21,13,26,Valid
GZ,5,21,14,12,Valid
GZ,5,21,15,10,Valid
GZ,5,21,16,17,Valid
GZ,5,21,17,21,Valid
GZ,5,21,18,32,Valid
GZ,5,21,19,29,Valid
GZ,5,21,20,41,Valid
GZ,5,21,21,38,Valid
GZ,5,21,22,47,Valid
GZ,5,21,23,40,Valid
GZ,5,22,0,39,Valid
GZ,5,22,1,35,Valid
GZ,5,22,2,28,Valid
GZ,5,22,3,32,Valid
GZ,5,22,4,33,Valid
GZ,5,22,5,32,Valid
GZ,5,22,6,28,Valid
GZ,5,22,7,27,Valid
GZ,5,22,8,34,Valid
GZ,5,22,9,39,Valid
GZ,5,22,10,41,Valid
GZ,5,22,11,45,Valid
GZ,5,22,12,42,Valid
GZ,5,22,13,62,Valid
GZ,5,22,14,59,Valid
GZ,5,22,15,72,Valid
GZ,5,22,16,65,Valid
GZ,5,22,17,64,Valid
GZ,5,22,18,60,Valid
GZ,5,22,19,62,Valid
GZ,5,22,20,60,Valid
GZ,5,22,21,51,Valid
GZ,5,22,22,51,Valid
GZ,5,22,23,63,Valid
GZ,5,23,0,62,Valid
GZ,5,23,1,64,Valid
GZ,5,23,2,64,Valid
GZ,5,23,3,56,Valid
GZ,5,23,4,54,Valid
GZ,5,23,5,56,Valid
GZ,5,23,6,49,Valid
GZ,5,23,7,41,Valid
GZ,5,23,8,49,Valid
GZ,5,23,9,61,Valid
GZ,5,23,10,61,Valid
GZ,5,23,11,65,Valid
GZ,5,23,12,43,Valid
GZ,5,23,13,6,Valid
GZ,5,23,14,15,Valid
GZ,5,23,15,11,Valid
GZ,5,23,16,16,Valid
GZ,5,23,17,17,Valid
GZ,5,23,18,25,Valid
GZ,5,23,19,18,Valid
GZ,5,23,20,23,Valid
GZ,5,23,21,25,Valid
GZ,5,23,22,41,Valid
GZ,5,23,23,65,Valid
GZ,5,24,0,64,Valid
GZ,5,24,1,69,Valid
GZ,5,24,2,80,Valid
GZ,5,24,3,90,Valid
GZ,5,24,4,90,Valid
GZ,5,24,5,74,Valid
GZ,5,24,6,53,Valid
GZ,5,24,7,39,Valid
GZ,5,24,8,27,Valid
GZ,5,24,9,25,Valid
GZ,5,24,10,29,Valid
GZ,5,24,11,31,Valid
GZ,5,24,12,34,Valid
GZ,5,24,13,27,Valid
GZ,5,24,14,42,Valid
GZ,5,24,15,56,Valid
GZ,5,24,16,83,Valid
GZ,5,24,17,93,Valid
GZ,5,24,18,94,Valid
GZ,5,24,19,106,Valid
GZ,5,24,20,132,Valid
GZ,5,24,21,108,Valid
GZ,5,24,22,112,Valid
GZ,5,24,23,129,Valid
GZ,5,25,0,141,Valid
GZ,5,25,1,137,Valid
GZ,5,25,2,140,Valid
GZ,5,25,3,130,Valid
GZ,5,25,4,137,Valid
GZ,5,25,5,124,Valid
GZ,5,25,6,118,Valid
GZ,5,25,7,127,Valid
GZ,5,25,8,139,Valid
GZ,5,25,9,219,Valid
GZ,5,25,10,188,Valid
GZ,5,25,11,128,Valid
GZ,5,25,12,126,Valid
GZ,5,25,13,95,Valid
GZ,5,25,14,104,Valid
GZ,5,25,15,58,Valid
GZ,5,25,16,20,Valid
GZ,5,25,17,14,Valid
GZ,5,25,18,22,Valid
GZ,5,25,19,28,Valid
GZ,5,25,20,21,Valid
GZ,5,25,21,43,Valid
GZ,5,25,22,51,Valid
GZ,5,25,23,35,Valid
GZ,5,26,0,35,Valid
GZ,5,26,1,39,Valid
GZ,5,26,2,46,Valid
GZ,5,26,3,71,Valid
GZ,5,26,4,50,Valid
GZ,5,26,5,44,Valid
